PO Number,Line Number,Product Primary Key,Item Name,Category,Subcategory,Unit of Measure,Quantity Ordered,Unit Price,Extended Price,Discount Amount,Net Purchase Amount
PO-00154,6,ALC-011,Rosé,Alcoholic Beverage,Wine,case of 12,4,85.77,343.08,0.0,343.08
PO-00155,1,NAB-021,Oat Milk,Non-Alcoholic Beverage,Milk/Dairy Bev,32 oz carton,8,6.14,49.12,0.0,49.12
PO-00155,2,NAB-017,Herbal Chamomile Tea Bags,Non-Alcoholic Beverage,Tea,box of 100,9,17.08,153.72,0.0,153.72
PO-00155,3,LIQ-028,Alfredo Sauce,Liquids/Pastes/Sauces,Sauce,4 lb tub,6,18.42,110.52,0.0,110.52
PO-00156,1,FRZ-007,"Hash Browns, Shredded",Frozen/Refrigerated Goods,Frozen Potato,20 lb case,3,28.63,85.89,0.0,85.89
PO-00156,2,LIQ-016,"Vinaigrette, Balsamic",Liquids/Pastes/Sauces,Sauce,1 gal jug,9,20.7,186.3,0.0,186.3
PO-00156,3,PRD-002,Iceberg Lettuce,Produce & Meat,Produce,case of 24 heads,1,27.84,27.84,0.0,27.84
PO-00156,4,NAB-015,Black Tea Bags,Non-Alcoholic Beverage,Tea,box of 100,2,15.13,30.26,0.0,30.26
PO-00156,5,LIQ-021,Crushed Tomatoes,Liquids/Pastes/Sauces,Canned Tomato,#10 can,5,10.73,53.65,0.0,53.65
PO-00156,6,DRY-028,Seasoned Bread Crumbs,Dry Goods & Spices,Breading,25 lb case,5,29.47,147.35,0.0,147.35
PO-00156,7,FRZ-003,Frozen Broccoli Florets,Frozen/Refrigerated Goods,Frozen Vegetable,20 lb case,6,30.01,180.06,0.0,180.06
PO-00157,1,LIQ-016,"Vinaigrette, Balsamic",Liquids/Pastes/Sauces,Sauce,1 gal jug,9,21.09,189.81,0.0,189.81
PO-00157,2,ALC-019,"Rum, White",Alcoholic Beverage,Spirits,1.75L bottle,2,19.02,38.04,0.0,38.04
PO-00157,3,LIQ-021,Crushed Tomatoes,Liquids/Pastes/Sauces,Canned Tomato,#10 can,5,10.14,50.7,0.0,50.7
PO-00157,4,PRD-002,Iceberg Lettuce,Produce & Meat,Produce,case of 24 heads,8,27.67,221.36,0.0,221.36
PO-00157,5,DRY-027,Panko Bread Crumbs,Dry Goods & Spices,Breading,25 lb case,6,32.98,197.88,0.0,197.88
PO-00157,6,SUP-021,"Disposable Gloves, Nitrile",Supplies,Gloves,case of 1000,5,59.4,297.0,0.0,297.0
PO-00158,1,NAB-027,Sparkling Lemon Water 12oz,Non-Alcoholic Beverage,Bottled Water,case of 24,6,17.22,103.32,0.0,103.32
PO-00158,2,FRZ-026,Mozzarella Sticks,Frozen/Refrigerated Goods,Frozen Appetizer,case of 240,7,58.28,407.96,0.0,407.96
PO-00158,3,PRD-027,Ribeye Steak,Produce & Meat,Meat,case,3,18.56,55.68,0.0,55.68
PO-00158,4,DRY-030,Sliced Almonds,Dry Goods & Spices,Nuts/Seeds,5 lb bag,5,29.18,145.9,0.0,145.9
PO-00158,5,LIQ-012,Buffalo Wing Sauce,Liquids/Pastes/Sauces,Sauce,1 gal jug,7,21.63,151.41,0.0,151.41
PO-00158,6,ALC-019,"Rum, White",Alcoholic Beverage,Spirits,1.75L bottle,6,19.81,118.86,0.0,118.86
PO-00159,1,SUP-004,"Paper Bags, Kraft",Supplies,To-Go,case of 500,2,32.26,64.52,4.69,59.83
PO-00159,2,SUP-001,"To-Go Containers, 32oz",Supplies,To-Go,case of 150,1,36.59,36.59,0.0,36.59
PO-00159,3,NAB-023,Root Beer Syrup BIB,Non-Alcoholic Beverage,Soda,5 gal bag-in-box,2,58.41,116.82,6.67,110.15
PO-00159,4,DRY-018,Chili Powder,Dry Goods & Spices,Spice,1 lb bag,7,8.88,62.16,0.0,62.16
PO-00159,5,DRY-007,"Spaghetti, Dry",Dry Goods & Spices,Pasta,20 lb case,5,20.3,101.5,0.0,101.5
PO-00160,1,DRY-016,"Paprika, Smoked",Dry Goods & Spices,Spice,1 lb bag,9,9.94,89.46,0.0,89.46
PO-00160,2,SUP-007,"Plastic Cutlery, Forks",Supplies,Disposable,box of 1000,10,19.2,192.0,0.0,192.0
PO-00160,3,DRY-007,"Spaghetti, Dry",Dry Goods & Spices,Pasta,20 lb case,9,21.12,190.08,0.0,190.08
PO-00160,4,LIQ-002,"Olive Oil, Extra Virgin",Liquids/Pastes/Sauces,Oil,3 L tin,9,25.82,232.38,0.0,232.38
PO-00160,5,FRZ-006,Tater Tots,Frozen/Refrigerated Goods,Frozen Potato,30 lb case,5,29.69,148.45,0.0,148.45
PO-00160,6,PRD-003,"Tomatoes, Roma",Produce & Meat,Produce,25 lb case,5,35.74,178.7,9.18,169.52
PO-00160,7,ALC-027,Non-Alcoholic Beer,Alcoholic Beverage,Beer,case of 24,3,36.11,108.33,0.0,108.33
PO-00160,8,PRD-016,Jalapeños,Produce & Meat,Produce,10 lb case,1,17.85,17.85,0.0,17.85
PO-00161,1,ALC-030,"Vermouth, Dry",Alcoholic Beverage,Liqueur,1L bottle,7,12.01,84.07,0.0,84.07
PO-00161,2,NAB-028,Cold Brew Concentrate,Non-Alcoholic Beverage,Coffee,gallon,2,19.95,39.9,0.0,39.9
PO-00161,3,DRY-008,"Penne, Dry",Dry Goods & Spices,Pasta,20 lb case,10,17.95,179.5,0.0,179.5
PO-00161,4,FRZ-009,Pizza Dough Balls,Frozen/Refrigerated Goods,Frozen Bread,case of 40,5,40.32,201.6,0.0,201.6
PO-00161,5,SUP-023,Food Storage Containers,Supplies,Storage,case of 100,5,36.95,184.75,0.0,184.75
PO-00161,6,DRY-006,Quinoa,Dry Goods & Spices,Grain,10 lb bag,3,30.56,91.68,2.44,89.24
PO-00161,7,NAB-029,Half & Half,Non-Alcoholic Beverage,Milk/Dairy Bev,quart,8,4.75,38.0,0.0,38.0
PO-00162,1,FRZ-007,"Hash Browns, Shredded",Frozen/Refrigerated Goods,Frozen Potato,20 lb case,8,26.99,215.92,0.0,215.92
PO-00162,2,ALC-016,"Tequila, Reposado Premium",Alcoholic Beverage,Spirits,1L bottle,3,44.33,132.99,4.39,128.6
PO-00162,3,LIQ-023,Tomato Puree,Liquids/Pastes/Sauces,Canned Tomato,#10 can,8,8.08,64.64,0.0,64.64
PO-00163,1,LIQ-009,Hot Sauce,Liquids/Pastes/Sauces,Sauce,1 gal jug,5,22.97,114.85,0.0,114.85
PO-00163,2,DRY-027,Panko Bread Crumbs,Dry Goods & Spices,Breading,25 lb case,2,34.9,69.8,0.0,69.8
PO-00163,3,NAB-025,Grapefruit Juice,Non-Alcoholic Beverage,Juice,46 oz can,7,5.81,40.67,0.0,40.67
PO-00164,1,SUP-010,"Dish Soap, Concentrate",Supplies,Cleaning,1 gal jug,9,26.23,236.07,0.0,236.07
PO-00164,2,DRY-030,Sliced Almonds,Dry Goods & Spices,Nuts/Seeds,5 lb bag,5,29.0,145.0,0.0,145.0
PO-00164,3,FRZ-012,"Cheesecake, Uncut",Frozen/Refrigerated Goods,Frozen Dessert,10 inch,4,20.45,81.8,0.0,81.8
PO-00164,4,ALC-029,Mezcal,Alcoholic Beverage,Spirits,750ml bottle,7,40.65,284.55,0.0,284.55
PO-00164,5,SUP-008,"Plastic Cutlery, Spoons",Supplies,Disposable,box of 1000,5,16.67,83.35,0.0,83.35
PO-00164,6,NAB-024,Club Soda Canister,Non-Alcoholic Beverage,Soda,5 gal canister,4,15.96,63.84,1.44,62.4
PO-00165,1,LIQ-007,Rice Wine Vinegar,Liquids/Pastes/Sauces,Vinegar,1 gal jug,2,19.96,39.92,1.36,38.56
PO-00165,2,ALC-003,"Mexican Lager, Bottled",Alcoholic Beverage,Beer,case of 24,6,41.9,251.4,0.0,251.4
PO-00165,3,PRD-026,NY Strip Steak,Produce & Meat,Meat,case,4,15.14,60.56,2.58,57.98
PO-00165,4,ALC-024,Coffee Liqueur,Alcoholic Beverage,Liqueur,750ml bottle,5,26.29,131.45,0.0,131.45
PO-00165,5,LIQ-006,Balsamic Vinegar,Liquids/Pastes/Sauces,Vinegar,1 gal jug,8,25.47,203.76,0.0,203.76
PO-00165,6,ALC-007,"Chardonnay, House White",Alcoholic Beverage,Wine,case of 12,8,83.47,667.76,0.0,667.76
PO-00165,7,LIQ-011,BBQ Sauce,Liquids/Pastes/Sauces,Sauce,1 gal jug,6,16.1,96.6,0.0,96.6
PO-00166,1,PRD-014,"Mushrooms, White Button",Produce & Meat,Produce,10 lb case,10,34.8,348.0,0.0,348.0
PO-00166,2,SUP-024,Container Lids,Supplies,Storage,case of 100,4,25.48,101.92,0.0,101.92
PO-00166,3,NAB-008,Cranberry Juice Cocktail,Non-Alcoholic Beverage,Juice,gallon,9,8.71,78.39,0.0,78.39
PO-00166,4,PRD-023,"Chicken Thighs, Boneless",Produce & Meat,Meat,case,8,3.77,30.16,0.0,30.16
PO-00166,5,DRY-014,Kosher Salt,Dry Goods & Spices,Spice,25 lb bag,5,9.94,49.7,0.0,49.7
PO-00167,1,SUP-007,"Plastic Cutlery, Forks",Supplies,Disposable,box of 1000,2,18.98,37.96,2.22,35.74
PO-00167,2,NAB-004,Ginger Ale Syrup BIB,Non-Alcoholic Beverage,Soda,5 gal bag-in-box,8,66.07,528.56,0.0,528.56
PO-00167,3,ALC-004,"Wheat Beer, Bottled",Alcoholic Beverage,Beer,case of 24,5,33.57,167.85,5.58,162.27
PO-00167,4,NAB-012,"Espresso Beans, Dark Roast",Non-Alcoholic Beverage,Coffee,5 lb bag,1,43.78,43.78,0.0,43.78
PO-00168,1,DRY-025,Baking Soda,Dry Goods & Spices,Baking,12 lb box,7,10.87,76.09,0.0,76.09
PO-00168,2,FRZ-019,"Butter, Unsalted",Frozen/Refrigerated Goods,Dairy,36 lb case,1,113.64,113.64,0.0,113.64
PO-00168,3,PRD-008,Avocados,Produce & Meat,Produce,case of 48,1,64.8,64.8,0.0,64.8
PO-00169,1,DRY-010,"Pinto Beans, Dry",Dry Goods & Spices,Legume,25 lb bag,9,22.12,199.08,0.0,199.08
PO-00169,2,LIQ-030,Honey,Liquids/Pastes/Sauces,Honey/Syrup,5 lb jug,10,18.42,184.2,0.0,184.2
PO-00169,3,FRZ-026,Mozzarella Sticks,Frozen/Refrigerated Goods,Frozen Appetizer,case of 240,7,57.39,401.73,0.0,401.73
PO-00169,4,DRY-002,Bread Flour,Dry Goods & Spices,Flour,50 lb bag,3,23.75,71.25,0.0,71.25
PO-00169,5,SUP-010,"Dish Soap, Concentrate",Supplies,Cleaning,1 gal jug,3,25.61,76.83,0.0,76.83
PO-00169,6,LIQ-029,Sriracha,Liquids/Pastes/Sauces,Sauce,1 gal jug,6,23.61,141.66,0.0,141.66
PO-00169,7,SUP-030,"Menu Paper, Cardstock",Supplies,Menu/Marketing,ream of 500,6,20.25,121.5,0.0,121.5
PO-00169,8,ALC-029,Mezcal,Alcoholic Beverage,Spirits,750ml bottle,7,41.38,289.66,0.0,289.66
PO-00170,1,SUP-016,"Toilet Paper, Roll",Supplies,Paper Goods,case of 48,5,43.91,219.55,0.0,219.55
PO-00170,2,DRY-018,Chili Powder,Dry Goods & Spices,Spice,1 lb bag,5,9.29,46.45,3.67,42.78
PO-00170,3,FRZ-001,Frozen Peas,Frozen/Refrigerated Goods,Frozen Vegetable,20 lb case,6,24.34,146.04,10.12,135.92
PO-00170,4,FRZ-013,Frozen Mixed Berries,Frozen/Refrigerated Goods,Frozen Fruit,10 lb bag,5,34.99,174.95,0.0,174.95
PO-00170,5,PRD-017,Cucumbers,Produce & Meat,Produce,case of 24,10,20.31,203.1,0.0,203.1
PO-00170,6,FRZ-004,"Frozen Spinach, Chopped",Frozen/Refrigerated Goods,Frozen Vegetable,20 lb case,1,25.39,25.39,0.0,25.39
PO-00170,7,NAB-009,Pineapple Juice,Non-Alcoholic Beverage,Juice,46 oz can,5,4.25,21.25,0.0,21.25
PO-00171,1,SUP-004,"Paper Bags, Kraft",Supplies,To-Go,case of 500,8,32.54,260.32,0.0,260.32
PO-00171,2,NAB-023,Root Beer Syrup BIB,Non-Alcoholic Beverage,Soda,5 gal bag-in-box,10,59.37,593.7,0.0,593.7
PO-00171,3,FRZ-025,Frozen Salmon Fillets,Frozen/Refrigerated Goods,Frozen Protein,10 lb box,5,93.17,465.85,31.91,433.94
PO-00171,4,SUP-017,Butcher Paper Roll,Supplies,Paper Goods,roll,1,30.41,30.41,0.0,30.41
PO-00172,1,PRD-012,Carrots,Produce & Meat,Produce,25 lb bag,1,24.16,24.16,0.0,24.16
PO-00172,2,SUP-007,"Plastic Cutlery, Forks",Supplies,Disposable,box of 1000,6,19.13,114.78,0.0,114.78
PO-00172,3,PRD-010,Lemons,Produce & Meat,Produce,case of 165,1,38.06,38.06,0.0,38.06
PO-00172,4,NAB-007,Orange Juice Concentrate,Non-Alcoholic Beverage,Juice,gallon,8,12.3,98.4,0.0,98.4
PO-00172,5,SUP-024,Container Lids,Supplies,Storage,case of 100,2,24.99,49.98,0.0,49.98
PO-00172,6,PRD-027,Ribeye Steak,Produce & Meat,Meat,case,7,18.98,132.86,5.34,127.52
PO-00172,7,DRY-020,Onion Powder,Dry Goods & Spices,Spice,1 lb bag,1,9.29,9.29,0.0,9.29
PO-00172,8,NAB-028,Cold Brew Concentrate,Non-Alcoholic Beverage,Coffee,gallon,7,20.03,140.21,0.0,140.21
PO-00173,1,SUP-020,Aluminum Foil Roll,Supplies,Wrap/Film,roll,5,29.71,148.55,0.0,148.55
PO-00173,2,SUP-012,Sanitizer Solution,Supplies,Cleaning,1 gal jug,10,17.7,177.0,10.67,166.33
PO-00173,3,ALC-029,Mezcal,Alcoholic Beverage,Spirits,750ml bottle,6,41.43,248.58,0.0,248.58
PO-00173,4,PRD-002,Iceberg Lettuce,Produce & Meat,Produce,case of 24 heads,1,26.9,26.9,0.0,26.9
PO-00173,5,LIQ-021,Crushed Tomatoes,Liquids/Pastes/Sauces,Canned Tomato,#10 can,6,10.26,61.56,0.0,61.56
PO-00173,6,DRY-004,"White Rice, Long Grain",Dry Goods & Spices,Grain,50 lb bag,8,37.22,297.76,0.0,297.76
PO-00174,1,NAB-026,Tomato Juice,Non-Alcoholic Beverage,Juice,46 oz can,2,4.57,9.14,0.0,9.14
PO-00174,2,ALC-021,"Whiskey, Rye",Alcoholic Beverage,Spirits,750ml bottle,6,37.63,225.78,0.0,225.78
PO-00174,3,LIQ-026,"Vegetable Stock, Liquid",Liquids/Pastes/Sauces,Stock/Broth,1 gal jug,4,16.82,67.28,0.0,67.28
PO-00174,4,ALC-005,Light Lager Draft Keg,Alcoholic Beverage,Beer,1/2 barrel keg,9,96.96,872.64,0.0,872.64
PO-00174,5,SUP-013,Bleach,Supplies,Cleaning,1 gal jug,3,7.98,23.94,0.0,23.94
PO-00174,6,SUP-005,"Napkins, Dinner",Supplies,Disposable,case of 3000,7,33.1,231.7,0.0,231.7
PO-00174,7,DRY-015,"Black Pepper, Ground",Dry Goods & Spices,Spice,1 lb bag,1,14.04,14.04,0.0,14.04
PO-00174,8,NAB-010,Lemon Juice (bottled),Non-Alcoholic Beverage,Juice,32 oz bottle,4,4.45,17.8,0.0,17.8
PO-00175,1,PRD-011,"Potatoes, Russet",Produce & Meat,Produce,50 lb bag,7,31.48,220.36,0.0,220.36
PO-00175,2,SUP-016,"Toilet Paper, Roll",Supplies,Paper Goods,case of 48,2,42.43,84.86,0.0,84.86
PO-00175,3,DRY-026,Cocoa Powder,Dry Goods & Spices,Baking,5 lb bag,10,21.2,212.0,0.0,212.0
PO-00175,4,ALC-024,Coffee Liqueur,Alcoholic Beverage,Liqueur,750ml bottle,9,24.9,224.1,0.0,224.1
PO-00175,5,NAB-003,Sprite Syrup BIB,Non-Alcoholic Beverage,Soda,5 gal bag-in-box,1,68.95,68.95,5.19,63.76
PO-00176,1,PRD-007,"Bell Peppers, Red",Produce & Meat,Produce,25 lb case,9,44.31,398.79,0.0,398.79
PO-00176,2,ALC-030,"Vermouth, Dry",Alcoholic Beverage,Liqueur,1L bottle,5,11.89,59.45,0.0,59.45
PO-00176,3,LIQ-030,Honey,Liquids/Pastes/Sauces,Honey/Syrup,5 lb jug,1,19.93,19.93,0.0,19.93
PO-00176,4,ALC-017,"Bourbon, Well",Alcoholic Beverage,Spirits,1.75L bottle,4,31.34,125.36,0.0,125.36
PO-00176,5,ALC-008,Pinot Noir,Alcoholic Beverage,Wine,case of 12,3,136.16,408.48,17.54,390.94
PO-00177,1,LIQ-017,Tomato Paste,Liquids/Pastes/Sauces,Paste,#10 can,3,11.88,35.64,0.0,35.64
PO-00177,2,DRY-030,Sliced Almonds,Dry Goods & Spices,Nuts/Seeds,5 lb bag,4,30.28,121.12,0.0,121.12
PO-00177,3,FRZ-013,Frozen Mixed Berries,Frozen/Refrigerated Goods,Frozen Fruit,10 lb bag,9,33.68,303.12,0.0,303.12
PO-00177,4,LIQ-009,Hot Sauce,Liquids/Pastes/Sauces,Sauce,1 gal jug,3,23.53,70.59,0.0,70.59
PO-00177,5,ALC-012,"Vodka, Well",Alcoholic Beverage,Spirits,1.75L bottle,3,25.17,75.51,0.0,75.51
PO-00178,1,DRY-023,"Cinnamon, Ground",Dry Goods & Spices,Spice,1 lb bag,4,9.09,36.36,1.13,35.23
PO-00178,2,DRY-005,Jasmine Rice,Dry Goods & Spices,Grain,50 lb bag,10,34.83,348.3,0.0,348.3
PO-00178,3,FRZ-006,Tater Tots,Frozen/Refrigerated Goods,Frozen Potato,30 lb case,10,31.29,312.9,0.0,312.9
PO-00178,4,PRD-016,Jalapeños,Produce & Meat,Produce,10 lb case,1,17.43,17.43,0.0,17.43
PO-00178,5,PRD-012,Carrots,Produce & Meat,Produce,25 lb bag,8,25.1,200.8,14.21,186.59
PO-00178,6,PRD-030,"Shrimp, Fresh 16/20",Produce & Meat,Seafood,case,6,11.79,70.74,0.0,70.74
PO-00179,1,DRY-008,"Penne, Dry",Dry Goods & Spices,Pasta,20 lb case,2,18.91,37.82,0.0,37.82
PO-00179,2,NAB-029,Half & Half,Non-Alcoholic Beverage,Milk/Dairy Bev,quart,8,4.99,39.92,0.0,39.92
PO-00179,3,PRD-009,Limes,Produce & Meat,Produce,case of 200,6,39.58,237.48,0.0,237.48
PO-00179,4,PRD-002,Iceberg Lettuce,Produce & Meat,Produce,case of 24 heads,7,28.38,198.66,0.0,198.66
PO-00179,5,NAB-028,Cold Brew Concentrate,Non-Alcoholic Beverage,Coffee,gallon,7,19.58,137.06,0.0,137.06
PO-00180,1,PRD-030,"Shrimp, Fresh 16/20",Produce & Meat,Seafood,case,9,11.9,107.1,0.0,107.1
PO-00180,2,SUP-011,"Degreaser, Kitchen",Supplies,Cleaning,1 gal jug,4,21.94,87.76,0.0,87.76
PO-00180,3,LIQ-019,Ginger Paste,Liquids/Pastes/Sauces,Paste,4 lb tub,5,17.99,89.95,0.0,89.95
PO-00180,4,NAB-019,Gatorade Fruit Punch,Non-Alcoholic Beverage,Energy/Sports,case of 24,3,21.34,64.02,0.0,64.02
PO-00181,1,NAB-020,Whole Milk,Non-Alcoholic Beverage,Milk/Dairy Bev,half gallon,9,2.83,25.47,1.14,24.33
PO-00181,2,SUP-016,"Toilet Paper, Roll",Supplies,Paper Goods,case of 48,3,42.73,128.19,0.0,128.19
PO-00181,3,LIQ-008,Soy Sauce,Liquids/Pastes/Sauces,Sauce,1 gal jug,4,13.19,52.76,0.0,52.76
PO-00181,4,NAB-023,Root Beer Syrup BIB,Non-Alcoholic Beverage,Soda,5 gal bag-in-box,6,55.88,335.28,0.0,335.28
PO-00181,5,ALC-025,Amaretto,Alcoholic Beverage,Liqueur,750ml bottle,3,22.4,67.2,0.0,67.2
PO-00181,6,LIQ-012,Buffalo Wing Sauce,Liquids/Pastes/Sauces,Sauce,1 gal jug,2,20.59,41.18,0.0,41.18
PO-00182,1,LIQ-015,Caesar Dressing,Liquids/Pastes/Sauces,Sauce,1 gal jug,3,19.88,59.64,0.0,59.64
PO-00182,2,NAB-018,Red Bull 8.4oz,Non-Alcoholic Beverage,Energy/Sports,case of 24,1,35.74,35.74,0.0,35.74
PO-00182,3,SUP-006,"Straws, Wrapped",Supplies,Disposable,box of 500,8,9.49,75.92,0.0,75.92
PO-00182,4,DRY-007,"Spaghetti, Dry",Dry Goods & Spices,Pasta,20 lb case,3,20.16,60.48,0.0,60.48
PO-00182,5,FRZ-025,Frozen Salmon Fillets,Frozen/Refrigerated Goods,Frozen Protein,10 lb box,5,92.28,461.4,23.0,438.4
PO-00182,6,PRD-021,"Ground Beef, 80/20",Produce & Meat,Meat,case,1,5.09,5.09,0.0,5.09
PO-00182,7,PRD-029,"Salmon Fillet, Fresh",Produce & Meat,Seafood,case,4,13.33,53.32,0.0,53.32
PO-00183,1,SUP-018,Parchment Paper Sheets,Supplies,Paper Goods,box of 1000,1,39.11,39.11,0.0,39.11
PO-00183,2,SUP-020,Aluminum Foil Roll,Supplies,Wrap/Film,roll,1,29.09,29.09,0.0,29.09
PO-00183,3,PRD-002,Iceberg Lettuce,Produce & Meat,Produce,case of 24 heads,5,28.24,141.2,0.0,141.2
PO-00183,4,ALC-029,Mezcal,Alcoholic Beverage,Spirits,750ml bottle,2,40.03,80.06,0.0,80.06
PO-00183,5,NAB-015,Black Tea Bags,Non-Alcoholic Beverage,Tea,box of 100,5,14.82,74.1,0.0,74.1
PO-00184,1,LIQ-003,Vegetable Oil,Liquids/Pastes/Sauces,Oil,35 lb jug,2,40.6,81.2,0.0,81.2
PO-00184,2,LIQ-005,White Vinegar,Liquids/Pastes/Sauces,Vinegar,1 gal jug,2,7.56,15.12,0.0,15.12
PO-00184,3,PRD-014,"Mushrooms, White Button",Produce & Meat,Produce,10 lb case,5,32.29,161.45,0.0,161.45
PO-00185,1,PRD-023,"Chicken Thighs, Boneless",Produce & Meat,Meat,case,5,3.93,19.65,0.0,19.65
PO-00185,2,LIQ-030,Honey,Liquids/Pastes/Sauces,Honey/Syrup,5 lb jug,5,19.85,99.25,0.0,99.25
PO-00185,3,LIQ-001,Canola Oil,Liquids/Pastes/Sauces,Oil,35 lb jug,6,44.7,268.2,0.0,268.2
PO-00185,4,NAB-008,Cranberry Juice Cocktail,Non-Alcoholic Beverage,Juice,gallon,8,9.21,73.68,0.0,73.68
PO-00185,5,DRY-027,Panko Bread Crumbs,Dry Goods & Spices,Breading,25 lb case,8,34.24,273.92,0.0,273.92
PO-00185,6,SUP-009,Toothpicks,Supplies,Disposable,box of 1000,4,4.37,17.48,0.0,17.48
PO-00185,7,PRD-021,"Ground Beef, 80/20",Produce & Meat,Meat,case,1,5.33,5.33,0.26,5.07
PO-00186,1,FRZ-023,"Frozen Shrimp, 21/25",Frozen/Refrigerated Goods,Frozen Protein,5 lb bag,5,64.17,320.85,0.0,320.85
PO-00186,2,LIQ-030,Honey,Liquids/Pastes/Sauces,Honey/Syrup,5 lb jug,5,18.35,91.75,0.0,91.75
PO-00186,3,SUP-008,"Plastic Cutlery, Spoons",Supplies,Disposable,box of 1000,1,16.94,16.94,0.68,16.26
PO-00186,4,DRY-002,Bread Flour,Dry Goods & Spices,Flour,50 lb bag,10,24.31,243.1,0.0,243.1
PO-00186,5,NAB-007,Orange Juice Concentrate,Non-Alcoholic Beverage,Juice,gallon,3,11.17,33.51,0.0,33.51
PO-00187,1,LIQ-007,Rice Wine Vinegar,Liquids/Pastes/Sauces,Vinegar,1 gal jug,5,20.56,102.8,0.0,102.8
PO-00187,2,PRD-011,"Potatoes, Russet",Produce & Meat,Produce,50 lb bag,9,32.72,294.48,0.0,294.48
PO-00187,3,LIQ-027,Marinara Sauce,Liquids/Pastes/Sauces,Sauce,#10 can,6,12.9,77.4,0.0,77.4
PO-00187,4,PRD-026,NY Strip Steak,Produce & Meat,Meat,case,6,15.82,94.92,2.75,92.17
PO-00187,5,LIQ-013,Teriyaki Sauce,Liquids/Pastes/Sauces,Sauce,1 gal jug,6,18.87,113.22,0.0,113.22
PO-00187,6,NAB-005,Still Water 16.9oz,Non-Alcoholic Beverage,Bottled Water,case of 24,3,6.96,20.88,0.0,20.88
PO-00188,1,SUP-017,Butcher Paper Roll,Supplies,Paper Goods,roll,3,30.85,92.55,6.21,86.34
PO-00188,2,DRY-015,"Black Pepper, Ground",Dry Goods & Spices,Spice,1 lb bag,2,14.19,28.38,0.0,28.38
PO-00188,3,DRY-026,Cocoa Powder,Dry Goods & Spices,Baking,5 lb bag,8,20.22,161.76,0.0,161.76
PO-00188,4,FRZ-010,Vanilla Ice Cream,Frozen/Refrigerated Goods,Frozen Dessert,3 gal tub,6,25.22,151.32,0.0,151.32
PO-00188,5,DRY-017,"Cumin, Ground",Dry Goods & Spices,Spice,1 lb bag,9,13.5,121.5,0.0,121.5
PO-00188,6,DRY-012,Brown Sugar,Dry Goods & Spices,Sugar,25 lb bag,2,17.2,34.4,0.0,34.4
PO-00189,1,ALC-005,Light Lager Draft Keg,Alcoholic Beverage,Beer,1/2 barrel keg,2,98.27,196.54,0.0,196.54
PO-00189,2,NAB-002,Diet Coke Syrup BIB,Non-Alcoholic Beverage,Soda,5 gal bag-in-box,5,60.85,304.25,19.93,284.32
PO-00189,3,FRZ-021,Sour Cream,Frozen/Refrigerated Goods,Dairy,5 lb tub,4,15.53,62.12,0.0,62.12
PO-00189,4,NAB-019,Gatorade Fruit Punch,Non-Alcoholic Beverage,Energy/Sports,case of 24,5,21.14,105.7,0.0,105.7
PO-00189,5,ALC-003,"Mexican Lager, Bottled",Alcoholic Beverage,Beer,case of 24,2,41.06,82.12,0.0,82.12
PO-00189,6,DRY-011,Granulated Sugar,Dry Goods & Spices,Sugar,50 lb bag,2,24.26,48.52,2.78,45.74
PO-00189,7,FRZ-006,Tater Tots,Frozen/Refrigerated Goods,Frozen Potato,30 lb case,4,31.0,124.0,0.0,124.0
PO-00190,1,DRY-029,Sesame Seeds,Dry Goods & Spices,Nuts/Seeds,5 lb bag,1,20.61,20.61,0.99,19.62
PO-00190,2,LIQ-017,Tomato Paste,Liquids/Pastes/Sauces,Paste,#10 can,2,12.45,24.9,0.0,24.9
PO-00190,3,DRY-030,Sliced Almonds,Dry Goods & Spices,Nuts/Seeds,5 lb bag,7,28.5,199.5,0.0,199.5
PO-00191,1,NAB-021,Oat Milk,Non-Alcoholic Beverage,Milk/Dairy Bev,32 oz carton,8,5.84,46.72,0.0,46.72
PO-00191,2,NAB-016,Green Tea Bags,Non-Alcoholic Beverage,Tea,box of 100,3,15.91,47.73,0.0,47.73
PO-00191,3,SUP-022,"Disposable Gloves, Vinyl",Supplies,Gloves,case of 1000,6,36.59,219.54,0.0,219.54
PO-00191,4,SUP-009,Toothpicks,Supplies,Disposable,box of 1000,6,4.29,25.74,0.0,25.74
PO-00191,5,PRD-004,"Onions, Yellow",Produce & Meat,Produce,50 lb bag,8,25.37,202.96,0.0,202.96
PO-00191,6,DRY-025,Baking Soda,Dry Goods & Spices,Baking,12 lb box,2,9.96,19.92,0.0,19.92
PO-00191,7,NAB-020,Whole Milk,Non-Alcoholic Beverage,Milk/Dairy Bev,half gallon,3,2.7,8.1,0.0,8.1
PO-00192,1,SUP-029,Aluminum Steam Table Pans,Supplies,Small Wares,case of 50,10,55.68,556.8,0.0,556.8
PO-00192,2,NAB-022,"Almond Milk, Unsweetened",Non-Alcoholic Beverage,Milk/Dairy Bev,32 oz carton,9,4.32,38.88,0.0,38.88
PO-00192,3,FRZ-018,Cream Cheese,Frozen/Refrigerated Goods,Dairy,3 lb block,2,12.19,24.38,0.0,24.38
PO-00192,4,LIQ-017,Tomato Paste,Liquids/Pastes/Sauces,Paste,#10 can,10,12.62,126.2,0.0,126.2
PO-00192,5,PRD-019,"Basil, Fresh",Produce & Meat,Produce,case of 12 bunches,10,25.0,250.0,0.0,250.0
